Date,Time,Lat,Lon,sst,Speed,Dir,U(m/s),V(m/s)
2010-09-16,00:00:12,27.548300,-83.219800,29.913000,0.180141,-29.088251,-0.087577,0.157420
2010-09-16,01:00:32,27.551800,-83.223500,29.869000,0.147250,-43.145388,-0.100697,0.107436
2010-09-16,02:00:12,27.555600,-83.229000,29.783000,0.191884,-52.070749,-0.151352,0.117949
2010-09-16,03:01:32,27.559900,-83.235500,29.696000,0.217108,-53.269758,-0.174004,0.129841
2010-09-16,04:00:24,27.564200,-83.242900,29.696000,0.246775,-56.756352,-0.206389,0.135282
2010-09-16,05:00:32,27.569600,-83.250600,29.653000,0.268054,-51.652024,-0.210223,0.166310
2010-09-16,06:00:08,27.576500,-83.257900,29.610000,0.293943,-43.161785,-0.201075,0.214409
2010-09-16,07:00:16,27.584400,-83.263900,29.610000,0.293300,-33.947889,-0.163790,0.243306
2010-09-16,08:00:56,27.593100,-83.268500,29.610000,0.293305,-25.108516,-0.124459,0.265589
2010-09-16,09:02:04,27.601900,-83.271800,29.566000,0.280928,-18.383398,-0.088597,0.266591
2010-09-16,10:00:32,27.609700,-83.274900,29.566000,0.261950,-19.401778,-0.087017,0.247074
2010-09-16,11:00:08,27.617300,-83.278200,29.566000,0.253038,-21.044305,-0.090863,0.236161
2010-09-16,12:00:32,27.624100,-83.282600,29.566000,0.240340,-29.826402,-0.119539,0.208503
2010-09-16,13:00:12,27.630100,-83.288300,29.566000,0.243422,-40.086820,-0.156751,0.186235
2010-09-16,14:00:12,27.635500,-83.295000,29.610000,0.247691,-47.706072,-0.183218,0.166680
2010-09-16,15:00:56,27.639900,-83.302400,29.610000,0.240760,-56.131402,-0.199908,0.134173
2010-09-16,16:00:28,27.644400,-83.310300,29.653000,0.258831,-57.258495,-0.217708,0.139989
2010-09-16,17:00:32,27.649100,-83.317600,29.696000,0.246478,-53.989592,-0.199379,0.144912
2010-09-16,18:00:08,27.653900,-83.324500,29.696000,0.241489,-51.855700,-0.189921,0.149154
2010-09-16,19:00:16,27.659000,-83.331200,29.740000,0.240992,-49.324857,-0.182772,0.157071
2010-09-16,20:00:32,27.665300,-83.337900,29.826000,0.265961,-43.287347,-0.182358,0.193600
2010-09-16,21:00:32,27.672400,-83.344600,29.913000,0.285613,-39.887213,-0.183158,0.219153
2010-09-16,22:00:08,27.680300,-83.351300,29.956000,0.307011,-36.908971,-0.184374,0.245483
2010-09-16,23:00:16,27.688400,-83.358000,29.913000,0.309228,-36.221569,-0.182725,0.249466
2010-09-17,00:00:32,27.695900,-83.364300,29.783000,0.287237,-36.641285,-0.171424,0.230476
2010-09-17,01:00:32,27.702600,-83.370600,29.740000,0.269097,-39.778736,-0.172175,0.206807
2010-09-17,02:00:32,27.708600,-83.376600,29.740000,0.247354,-41.520014,-0.163966,0.185200
2010-09-17,03:00:32,27.713400,-83.382100,29.740000,0.211045,-45.409891,-0.150295,0.148160
2010-09-17,04:00:36,27.717400,-83.387000,29.826000,0.181929,-47.320137,-0.133745,0.123330
2010-09-17,05:00:08,27.722300,-83.393500,29.826000,0.235109,-49.582955,-0.178999,0.152432
2010-09-17,06:00:52,27.729200,-83.399900,29.826000,0.272242,-39.387392,-0.172754,0.210408
2010-09-17,07:00:08,27.737200,-83.405600,29.913000,0.295550,-32.237619,-0.157656,0.249989
2010-09-17,08:00:08,27.746000,-83.412300,29.913000,0.327541,-33.974035,-0.183035,0.271627
2010-09-17,09:00:32,27.755900,-83.420200,29.913000,0.371619,-35.229589,-0.214370,0.303556
2010-09-17,10:00:16,27.766600,-83.427800,29.913000,0.391834,-32.150364,-0.208512,0.331748
2010-09-17,11:00:32,27.777500,-83.434200,29.913000,0.377464,-27.452802,-0.174018,0.334958
2010-09-17,12:00:32,27.788200,-83.438000,29.826000,0.346192,-17.442709,-0.103772,0.330273
2010-09-17,13:00:20,27.798300,-83.441500,29.783000,0.327164,-17.043287,-0.095890,0.312796
2010-09-17,14:00:52,27.808400,-83.444700,29.783000,0.320912,-15.655775,-0.086601,0.309007
2010-09-17,15:00:16,27.816700,-83.448700,29.783000,0.281310,-23.086362,-0.110307,0.258781
2010-09-17,16:00:36,27.824000,-83.454400,29.826000,0.272320,-34.627827,-0.154744,0.224082
2010-09-17,17:00:52,27.831100,-83.461200,29.869000,0.285928,-40.264247,-0.184799,0.218184
2010-09-17,18:00:32,27.838200,-83.468700,29.869000,0.301570,-43.049097,-0.205859,0.220378
2010-09-17,19:00:16,27.845800,-83.475800,29.956000,0.305633,-39.558929,-0.194649,0.235634
2010-09-17,20:00:32,27.854200,-83.481600,30.043000,0.302435,-31.404101,-0.157590,0.258133
2010-09-17,21:00:08,27.862300,-83.485500,30.043000,0.273553,-23.058525,-0.107143,0.251698
2010-09-17,22:00:52,27.870200,-83.487900,29.913000,0.249439,-15.033152,-0.064699,0.240902
2010-09-17,23:00:52,27.877700,-83.488600,29.783000,0.232287,-4.716485,-0.019100,0.231500
2010-09-18,00:00:32,27.884600,-83.489300,29.740000,0.215029,-5.124179,-0.019205,0.214170
2010-09-18,01:00:32,27.890900,-83.489700,29.696000,0.194766,-3.211982,-0.010913,0.194460
2010-09-18,02:00:16,27.896100,-83.490800,29.696000,0.164017,-10.589855,-0.030143,0.161223
2010-09-18,03:00:32,27.900000,-83.493800,29.696000,0.144920,-34.209118,-0.081476,0.119847
2010-09-18,04:01:52,27.902600,-83.499100,29.696000,0.161762,-60.965661,-0.141433,0.078509
2010-09-18,05:00:12,27.905800,-83.506600,29.696000,0.233671,-64.228688,-0.210429,0.101595
2010-09-18,06:00:12,27.910400,-83.515800,29.696000,0.288331,-60.498679,-0.250947,0.141987
2010-09-18,07:00:16,27.915900,-83.524100,29.653000,0.282656,-53.133964,-0.226136,0.169578
2010-09-18,08:00:32,27.923800,-83.531300,29.610000,0.311701,-38.844823,-0.195503,0.242768
2010-09-18,09:00:52,27.932400,-83.536700,29.610000,0.301890,-29.020569,-0.146454,0.263987
2010-09-18,10:00:32,27.942000,-83.540400,29.566000,0.314776,-18.803752,-0.101461,0.297975
2010-09-18,11:00:12,27.952100,-83.544000,29.566000,0.328668,-17.477573,-0.098710,0.313495
2010-09-18,12:00:20,27.962100,-83.548400,29.523000,0.330425,-21.238690,-0.119698,0.307982
2010-09-18,13:00:36,27.972000,-83.552000,29.523000,0.319533,-17.805459,-0.097709,0.304228
2010-09-18,14:00:08,27.980500,-83.556200,29.566000,0.288503,-23.575306,-0.115388,0.264423
2010-09-18,15:00:32,27.987200,-83.561100,29.566000,0.244557,-32.855771,-0.132678,0.205437
2010-09-18,16:00:20,27.991900,-83.567500,29.610000,0.227641,-50.251379,-0.175024,0.145559
2010-09-18,17:00:12,27.995200,-83.575700,29.653000,0.246158,-65.498252,-0.223991,0.102087
2010-09-18,18:00:32,27.999500,-83.585100,29.653000,0.286937,-62.612328,-0.254775,0.131993
2010-09-18,19:00:52,28.003200,-83.595100,29.696000,0.293863,-67.263578,-0.271027,0.113576
2010-09-18,20:00:32,28.006100,-83.603800,29.696000,0.254847,-69.316490,-0.238421,0.090013
2010-09-18,21:00:08,28.010300,-83.611100,29.653000,0.239043,-56.909110,-0.200272,0.130510
2010-09-18,22:00:36,28.016000,-83.615800,29.610000,0.215940,-36.052957,-0.127088,0.174582
2010-09-18,23:00:32,28.021900,-83.617900,29.523000,0.191104,-17.443459,-0.057286,0.182316
2010-09-19,00:01:04,28.027200,-83.618800,29.480000,0.163964,-8.525180,-0.024307,0.162152
2010-09-19,01:00:12,28.031800,-83.619900,29.480000,0.147242,-11.919131,-0.030410,0.144068
2010-09-19,02:00:12,28.036200,-83.622700,29.350000,0.155772,-29.322851,-0.076286,0.135813
2010-09-19,03:00:24,28.039700,-83.627800,29.307000,0.175418,-52.133936,-0.138483,0.107674
2010-09-19,04:01:24,28.042700,-83.634700,29.350000,0.206113,-63.774671,-0.184897,0.091082
2010-09-19,05:01:04,28.046000,-83.642900,29.307000,0.246887,-65.488049,-0.224636,0.102429
2010-09-19,06:00:16,28.049800,-83.651400,29.307000,0.263074,-63.135471,-0.234682,0.118878
2010-09-19,07:00:12,28.054300,-83.659500,29.307000,0.261017,-57.809178,-0.220893,0.139055
2010-09-19,08:00:36,28.059700,-83.666900,29.263000,0.259826,-50.412387,-0.200235,0.165576
2010-09-19,09:01:36,28.065600,-83.673500,29.220000,0.251700,-44.628897,-0.176822,0.179128
2010-09-19,10:00:36,28.072700,-83.678400,29.220000,0.260940,-31.340024,-0.135719,0.222868
2010-09-19,11:00:12,28.079700,-83.683500,29.220000,0.258583,-32.734325,-0.139827,0.217517
2010-09-19,12:00:36,28.087500,-83.688100,29.220000,0.269602,-27.488328,-0.124440,0.239166
2010-09-19,13:00:24,28.095600,-83.691700,29.220000,0.269449,-21.409513,-0.098358,0.250856
2010-09-19,14:00:36,28.103300,-83.695200,29.220000,0.255217,-21.849246,-0.094983,0.236884
2010-09-19,15:00:56,28.110100,-83.699100,29.263000,0.233924,-26.834580,-0.105597,0.208734
2010-09-19,16:00:12,28.116400,-83.702900,29.220000,0.222993,-28.013460,-0.104735,0.196866
2010-09-19,17:00:16,28.120300,-83.708000,29.220000,0.183557,-49.073499,-0.138687,0.120246
2010-09-19,18:00:32,28.122200,-83.714100,29.307000,0.175332,-70.548517,-0.165325,0.058387
2010-09-19,19:00:32,28.123000,-83.720900,29.307000,0.186753,-82.401851,-0.185114,0.024693
2010-09-19,20:00:16,28.123300,-83.726900,29.350000,0.164327,-86.755179,-0.164064,0.009301
2010-09-19,21:00:32,28.123800,-83.731100,29.350000,0.114860,-82.312405,-0.113828,0.015365
2010-09-19,22:00:12,28.124400,-83.733100,29.307000,0.057829,-71.213567,-0.054749,0.018623
2010-09-19,22:01:16,28.124400,-83.733100,29.307000,0.000000,0.000000,0.000000,0.000000
2010-09-19,23:00:28,28.125100,-83.733200,29.263000,0.022072,-7.180806,-0.002759,0.021899
2010-09-20,00:00:32,28.125500,-83.732900,29.220000,0.014787,33.482209,0.008158,0.012333
2010-09-20,01:00:32,28.127200,-83.733300,29.220000,0.053591,-11.722975,-0.010889,0.052473
2010-09-20,02:00:12,28.129900,-83.732600,29.220000,0.085968,12.878663,0.019161,0.083806
2010-09-20,03:00:16,28.131200,-83.731900,29.220000,0.044372,25.400990,0.019033,0.040082
2010-09-20,04:00:32,28.132500,-83.733500,29.177000,0.058958,-47.344299,-0.043360,0.039949
2010-09-20,05:00:28,28.132300,-83.737700,29.134000,0.114618,-93.090878,-0.114452,-0.006180
2010-09-20,06:01:28,28.131600,-83.743800,29.134000,0.164698,-97.414053,-0.163321,-0.021252
2010-09-20,07:00:32,28.130800,-83.750300,29.090000,0.181470,-97.945082,-0.179728,-0.025084
2010-09-20,08:00:08,28.130200,-83.757800,29.090000,0.206368,-95.183439,-0.205524,-0.018644
2010-09-20,09:00:16,28.130200,-83.765500,29.047000,0.209134,-90.000000,-0.209134,0.000000
2010-09-20,10:00:16,28.131900,-83.771100,29.047000,0.161213,-71.004721,-0.152434,0.052473
2010-09-20,11:00:32,28.136100,-83.775600,29.047000,0.177564,-43.375287,-0.121947,0.129066
2010-09-20,12:00:36,28.141900,-83.777800,29.047000,0.188566,-18.493963,-0.059814,0.178828
2010-09-20,13:00:08,28.148400,-83.778800,29.047000,0.204058,-7.725284,-0.027430,0.202206
2010-09-20,14:00:08,28.155300,-83.779700,29.047000,0.214384,-6.560444,-0.024494,0.212980
2010-09-20,15:00:56,28.161800,-83.781100,29.090000,0.201532,-10.752038,-0.037598,0.197993
2010-09-20,16:00:12,28.167800,-83.783800,29.134000,0.201707,-21.639075,-0.074381,0.187492
2010-09-20,17:00:32,28.173100,-83.787400,29.177000,0.189625,-30.912613,-0.097416,0.162690
2010-09-20,18:00:12,28.176900,-83.792900,29.220000,0.191202,-51.911380,-0.150487,0.117949
2010-09-20,19:00:32,28.179500,-83.799900,29.350000,0.205535,-67.151012,-0.189407,0.079810
2010-09-20,20:00:32,28.181500,-83.806800,29.393000,0.197624,-71.797397,-0.187734,0.061733
2010-09-20,21:00:08,28.184000,-83.811800,29.437000,0.157449,-60.435928,-0.136949,0.077685
2010-09-20,22:00:32,28.186400,-83.814200,29.393000,0.098095,-41.393774,-0.064864,0.073589
2010-09-20,23:00:12,28.188500,-83.814200,29.350000,0.065182,0.000000,0.000000,0.065182
2010-09-21,00:00:32,28.190800,-83.812300,29.263000,0.087333,36.058505,0.051405,0.070601
2010-09-21,01:00:36,28.192500,-83.809600,29.220000,0.090171,54.458966,0.073372,0.052415
2010-09-21,02:00:08,28.192600,-83.806900,29.220000,0.074094,87.593712,0.074029,0.003111
2010-09-21,03:00:08,28.191100,-83.806000,29.220000,0.052375,152.129111,0.024484,-0.046300
2010-09-21,04:00:32,28.188300,-83.808800,29.220000,0.114442,-138.607422,-0.075671,-0.085854
2010-09-21,05:00:12,28.185400,-83.814800,29.220000,0.187210,-118.738717,-0.164149,-0.090013
2010-09-21,06:00:32,28.182100,-83.822300,29.220000,0.226804,-116.527664,-0.202925,-0.101297
2010-09-21,07:00:36,28.178300,-83.832100,29.220000,0.290973,-113.744580,-0.266342,-0.117163
2010-09-21,08:00:12,28.175300,-83.843200,29.263000,0.318015,-107.045776,-0.304045,-0.093221
2010-09-21,10:00:20,28.173500,-83.861900,29.263000,0.255636,-96.231704,-0.254126,-0.027749
2010-09-21,11:01:04,28.176200,-83.869000,29.220000,0.207855,-66.664746,-0.190853,0.082334
2010-09-21,12:00:40,28.180800,-83.873800,29.220000,0.194211,-42.608034,-0.131477,0.142940
2010-09-21,13:00:12,28.187100,-83.877300,29.177000,0.218221,-26.090370,-0.095971,0.195984
2010-09-21,14:00:32,28.194600,-83.880000,29.177000,0.241532,-17.604046,-0.073048,0.230221
2010-09-21,15:00:52,28.202000,-83.882600,29.220000,0.237792,-17.205248,-0.070338,0.227151
2010-09-21,16:00:56,28.209600,-83.884200,29.177000,0.238325,-10.510439,-0.043474,0.234326
2010-09-21,17:00:08,28.215700,-83.887000,29.177000,0.205851,-22.022585,-0.077188,0.190831
2010-09-21,18:00:20,28.222800,-83.888600,29.220000,0.222690,-11.231008,-0.043372,0.218425
2010-09-21,19:00:08,28.225300,-83.894800,29.220000,0.186059,-65.409439,-0.169184,0.077425
2010-09-21,20:00:32,28.229400,-83.901300,29.263000,0.215965,-54.400882,-0.175603,0.125715
2010-09-21,21:00:32,28.233600,-83.907600,29.263000,0.214848,-52.885991,-0.171328,0.129640
2010-09-21,22:00:32,28.238100,-83.912300,29.307000,0.188756,-42.619129,-0.127811,0.138900
2010-09-21,23:00:32,28.243500,-83.914300,29.263000,0.175328,-18.070675,-0.054385,0.166680
2010-09-22,00:00:08,28.249900,-83.913200,29.220000,0.201139,8.609634,0.030111,0.198872
2010-09-22,01:00:32,28.256200,-83.909400,29.220000,0.218745,27.982411,0.102635,0.193172
2010-09-22,02:00:08,28.261600,-83.905900,29.177000,0.193218,29.722048,0.095796,0.167799
2010-09-22,03:00:16,28.266800,-83.904400,29.177000,0.165239,14.255469,0.040689,0.160151
2010-09-22,04:01:24,28.270100,-83.904800,29.134000,0.100540,-6.093598,-0.010673,0.099972
2010-09-22,05:00:24,28.271600,-83.907800,29.134000,0.095370,-60.415628,-0.082937,0.047085
2010-09-22,06:01:28,28.271100,-83.912900,29.090000,0.137062,-96.351892,-0.136220,-0.015164
2010-09-22,07:00:12,28.270100,-83.919900,29.047000,0.196939,-99.213410,-0.194398,-0.031532
2010-09-22,08:00:20,28.268300,-83.928500,29.047000,0.239772,-103.368129,-0.233275,-0.055437
2010-09-22,09:01:32,28.267300,-83.938000,29.047000,0.255001,-96.815447,-0.253199,-0.030261
2010-09-22,10:00:32,28.267200,-83.946000,29.004000,0.221195,-90.813115,-0.221172,-0.003139
2010-09-22,11:00:52,28.268600,-83.954100,28.961000,0.223164,-78.897204,-0.218987,0.042975
2010-09-22,12:00:32,28.271900,-83.959400,28.961000,0.177436,-54.740988,-0.144885,0.102429
2010-09-22,13:00:16,28.276400,-83.963100,29.004000,0.172258,-35.909193,-0.101030,0.139520
2010-09-22,14:00:16,28.282100,-83.966200,29.004000,0.195079,-25.592065,-0.084266,0.175940
2010-09-22,15:03:04,28.287300,-83.969100,29.004000,0.170845,-26.155933,-0.075311,0.153350
2010-09-22,17:00:32,28.295600,-83.976600,29.047000,0.167229,-38.508424,-0.104122,0.130859
2010-09-22,18:00:12,28.297800,-83.981900,29.047000,0.160138,-64.759509,-0.144849,0.068286
2010-09-22,19:00:32,28.298300,-83.988800,29.047000,0.187122,-85.295215,-0.186491,0.015348
2010-09-22,20:00:24,28.297600,-83.996700,29.047000,0.216271,-95.746552,-0.215184,-0.021655
2010-09-22,21:00:12,28.297600,-84.004200,29.004000,0.204517,-90.000000,-0.204517,0.000000
2010-09-22,22:00:32,28.298000,-84.010700,29.004000,0.176109,-86.002058,-0.175681,0.012278
2010-09-22,23:00:16,28.298800,-84.013900,28.917000,0.090810,-74.149026,-0.087357,0.024804
2010-09-23,00:01:20,28.301200,-84.014400,28.917000,0.074000,-10.394370,-0.013351,0.072786
2010-09-23,01:00:36,28.303800,-84.013000,28.874000,0.089915,25.365258,0.038518,0.081246
2010-09-23,02:00:32,28.308000,-84.010600,28.874000,0.145284,26.707061,0.065295,0.129784
2010-09-23,03:00:16,28.312200,-84.008800,28.874000,0.139180,20.672074,0.049133,0.130219
2010-09-23,04:01:04,28.315400,-84.008400,28.874000,0.098062,6.279868,0.010727,0.097474
2010-09-23,05:00:08,28.318100,-84.009800,28.831000,0.093060,-24.535367,-0.038643,0.084657
2010-09-23,06:00:32,28.319400,-84.013500,28.831000,0.107534,-68.242228,-0.099873,0.039861
2010-09-23,07:00:08,28.319500,-84.020000,28.787000,0.177833,-88.998787,-0.177806,0.003107
2010-09-23,08:00:08,28.320000,-84.028700,28.831000,0.236903,-86.264748,-0.236399,0.015433
2010-09-23,09:01:04,28.320900,-84.038300,28.787000,0.258310,-83.921095,-0.256857,0.027354
2010-09-23,10:00:12,28.322800,-84.048900,28.787000,0.298239,-78.490817,-0.292243,0.059506
2010-09-23,11:00:24,28.325800,-84.058500,28.787000,0.275873,-70.455025,-0.259977,0.092292
2010-09-23,12:00:32,28.332200,-84.065800,28.744000,0.279315,-45.114952,-0.197901,0.197109
2010-09-23,13:00:12,28.340800,-84.070700,28.744000,0.298623,-26.633543,-0.133867,0.266936
2010-09-23,14:00:32,28.351500,-84.073900,28.744000,0.339635,-14.746143,-0.086450,0.328449
2010-09-23,15:00:08,28.362200,-84.076100,28.744000,0.337889,-10.255907,-0.060159,0.332490
2010-09-23,16:01:00,28.372300,-84.077200,28.787000,0.308722,-5.474104,-0.029451,0.307314
2010-09-23,17:00:32,28.382600,-84.079700,28.787000,0.327644,-12.054577,-0.068426,0.320419
2010-09-23,18:00:16,28.389300,-84.083600,28.874000,0.233384,-27.117082,-0.106379,0.207730
2010-09-23,19:00:32,28.395400,-84.089700,28.917000,0.249665,-41.338479,-0.164905,0.187454
2010-09-23,20:00:16,28.399000,-84.097300,28.917000,0.235422,-61.698498,-0.207281,0.111616
