Date,Time,Lat,Lon,Speed,Dir,U(m/s),V(m/s)
2010-05-26,02:30:00,30.992000,-81.271900,0.445398,156.174092,0.179923,-0.407440
2010-05-26,03:00:00,30.984600,-81.268500,0.490986,158.501415,0.179936,-0.456827
2010-05-26,03:30:00,30.977000,-81.265600,0.493641,161.884862,0.153487,-0.469173
2010-05-26,04:00:00,30.969300,-81.263300,0.490689,165.634800,0.121741,-0.475347
2010-05-26,04:30:00,30.962000,-81.261400,0.461740,167.418982,0.100576,-0.450653
2010-05-26,05:00:00,30.955600,-81.260500,0.397956,173.123836,0.047645,-0.395093
2010-05-26,05:30:00,30.949600,-81.260800,0.370740,-177.544681,-0.015883,-0.370400
2010-05-26,06:00:00,30.944200,-81.261400,0.334870,-174.556505,-0.031767,-0.333360
2010-05-26,06:30:00,30.939500,-81.262400,0.294938,-169.658056,-0.052948,-0.290147
2010-05-26,07:00:00,30.935400,-81.264000,0.266909,-161.493394,-0.084721,-0.253107
2010-05-26,07:30:00,30.928600,-81.265600,0.428251,-168.589279,-0.084726,-0.419787
2010-05-26,08:00:00,30.921800,-81.268600,0.448844,-159.270432,-0.158872,-0.419787
2010-05-26,08:30:00,30.917100,-81.271200,0.321163,-154.612025,-0.137697,-0.290147
2010-05-26,09:00:00,30.913000,-81.274700,0.313728,-143.781726,-0.185370,-0.253107
2010-05-26,09:30:00,30.910000,-81.277800,0.247503,-138.441069,-0.164191,-0.185200
2010-05-26,10:00:00,30.907500,-81.280900,0.225342,-133.226557,-0.164196,-0.154333
2010-05-26,10:30:00,30.905300,-81.283500,0.193419,-134.601472,-0.137716,-0.135813
2010-05-26,11:00:00,30.902700,-81.285700,0.198348,-144.019428,-0.116532,-0.160507
2010-05-26,11:30:00,30.899400,-81.287500,0.224929,-154.918983,-0.095347,-0.203720
2010-05-26,12:00:00,30.895600,-81.288400,0.239382,-168.512165,-0.047675,-0.234587
2010-05-26,12:30:00,30.891200,-81.288800,0.272452,-175.539317,-0.021190,-0.271627
2010-05-26,13:00:00,30.886100,-81.287800,0.319266,170.448433,0.052977,-0.314840
2010-05-26,13:30:00,30.881000,-81.286200,0.326052,164.930854,0.084768,-0.314840
2010-05-26,14:00:00,30.874400,-81.284700,0.415119,168.962470,0.079475,-0.407440
2010-05-26,14:30:00,30.866600,-81.282600,0.494210,166.988009,0.111274,-0.481520
2010-05-26,15:00:00,30.858800,-81.280300,0.496706,165.795759,0.121881,-0.481520
2010-05-26,15:30:00,30.851700,-81.278400,0.449724,167.061914,0.100692,-0.438307
2010-05-26,16:00:00,30.844900,-81.276900,0.427248,169.276258,0.079500,-0.419787
2010-05-26,16:30:00,30.838000,-81.276000,0.428623,173.610076,0.047703,-0.425960
2010-05-26,17:00:00,30.830800,-81.275600,0.444985,177.268895,0.021203,-0.444480
2010-05-26,17:30:00,30.823900,-81.275600,0.425960,180.000000,0.000000,-0.425960
2010-05-26,18:00:00,30.817500,-81.276500,0.397964,-173.114009,-0.047714,-0.395093
2010-05-26,18:30:00,30.811900,-81.278100,0.355962,-166.213185,-0.084829,-0.345707
2010-05-26,19:00:00,30.806700,-81.281100,0.358261,-153.641316,-0.159064,-0.321013
2010-05-26,19:30:00,30.802300,-81.285100,0.344624,-142.015998,-0.212096,-0.271627
2010-05-26,20:00:00,30.798600,-81.289900,0.341988,-131.905037,-0.254526,-0.228413
2010-05-26,20:30:00,30.795900,-81.295500,0.340537,-119.305237,-0.296957,-0.166680
2010-05-26,21:00:00,30.794100,-81.301400,0.332019,-109.553044,-0.312872,-0.111120
2010-05-26,21:30:00,30.793400,-81.307300,0.315847,-97.863729,-0.312876,-0.043213
2010-05-26,22:00:00,30.793300,-81.312500,0.275826,-91.282460,-0.275757,-0.006173
2010-05-26,22:30:00,30.793200,-81.317200,0.249318,-91.418837,-0.249242,-0.006173
2010-05-26,23:00:00,30.792600,-81.321100,0.210109,-100.153700,-0.206818,-0.037040
2010-05-26,23:30:00,30.791400,-81.324300,0.185164,-113.583107,-0.169699,-0.074080
2010-05-27,00:00:00,30.789500,-81.326700,0.173081,-132.662605,-0.127276,-0.117293
2010-05-27,00:30:00,30.787500,-81.327700,0.134374,-156.754962,-0.053033,-0.123467
2010-05-27,01:00:00,30.784800,-81.327200,0.168776,170.960592,0.026517,-0.166680
2010-05-27,01:30:00,30.781500,-81.326000,0.213430,162.650997,0.063643,-0.203720
2010-05-27,02:00:00,30.777300,-81.324000,0.280140,157.749737,0.106076,-0.259280
2010-05-27,02:30:00,30.772400,-81.321500,0.330280,156.329302,0.132601,-0.302493
2010-05-27,03:00:00,30.766700,-81.318100,0.395404,152.863758,0.180347,-0.351880
2010-05-27,03:30:00,30.760100,-81.314300,0.454578,153.676515,0.201577,-0.407440
2010-05-27,04:00:00,30.753700,-81.310600,0.441165,153.581412,0.196286,-0.395093
2010-05-27,04:30:00,30.746700,-81.306800,0.476848,154.989352,0.201605,-0.432133
