Date,Time,Lat,Lon,Speed,Dir,U(m/s),V(m/s)
2010-06-23,16:00:00,27.111300,-94.474700,0.247929,-153.687201,-0.109900,-0.222240
2010-06-23,16:15:00,27.109300,-94.476500,0.316401,-141.301161,-0.197823,-0.246933
2010-06-23,16:30:00,27.106700,-94.478200,0.371426,-149.799712,-0.186836,-0.321013
2010-06-23,16:45:00,27.104100,-94.480000,0.377077,-148.355658,-0.197831,-0.321013
2010-06-23,17:00:00,27.101700,-94.482000,0.368952,-143.431060,-0.219818,-0.296320
2010-06-23,17:15:00,27.099400,-94.484000,0.359114,-142.256751,-0.219822,-0.283973
2010-06-23,17:30:00,27.097100,-94.486100,0.365948,-140.895247,-0.230818,-0.283973
2010-06-23,17:45:00,27.094600,-94.488300,0.392109,-141.924272,-0.241814,-0.308667
2010-06-23,18:00:00,27.092100,-94.490900,0.420654,-137.204129,-0.285787,-0.308667
2010-06-23,18:30:00,27.087500,-94.496200,0.406807,-134.271080,-0.291292,-0.283973
2010-06-23,19:00:00,27.083900,-94.501500,0.366399,-127.340629,-0.291303,-0.222240
2010-06-23,19:30:00,27.080700,-94.507000,0.361127,-123.163361,-0.302305,-0.197547
2010-06-23,20:00:00,27.077500,-94.512000,0.338462,-125.708395,-0.274830,-0.197547
2010-06-23,20:30:00,27.074400,-94.516600,0.317108,-127.120700,-0.252851,-0.191373
2010-06-23,21:00:00,27.071400,-94.521500,0.326876,-124.511823,-0.269349,-0.185200
2010-06-23,21:30:00,27.068100,-94.525900,0.316233,-130.106354,-0.241871,-0.203720
2010-06-23,22:00:00,27.065000,-94.529900,0.291504,-131.033654,-0.219889,-0.191373
2010-06-23,22:30:00,27.061400,-94.533800,0.308800,-136.028915,-0.214398,-0.222240
2010-06-23,23:00:00,27.057500,-94.537500,0.315184,-139.806652,-0.203410,-0.240760
2010-06-23,23:30:00,27.053600,-94.541600,0.329809,-136.886179,-0.225408,-0.240760
2010-06-24,00:00:00,27.050200,-94.546600,0.345866,-127.362985,-0.274897,-0.209893
2010-06-24,00:30:00,27.046600,-94.551600,0.353502,-128.952876,-0.274906,-0.222240
2010-06-24,01:00:00,27.042500,-94.557100,0.394351,-129.928491,-0.302406,-0.253107
2010-06-24,01:30:00,27.038800,-94.562500,0.374611,-127.570350,-0.296918,-0.228413
2010-06-24,02:00:00,27.035200,-94.568200,0.384220,-125.339351,-0.313424,-0.222240
2010-06-24,02:30:00,27.032100,-94.574000,0.371943,-120.965597,-0.318932,-0.191373
2010-06-24,03:00:00,27.029100,-94.579800,0.368812,-120.142521,-0.318941,-0.185200
2010-06-24,03:30:00,27.025900,-94.586100,0.398810,-119.692220,-0.346445,-0.197547
2010-06-24,04:00:00,27.022700,-94.592400,0.398818,-119.691518,-0.346455,-0.197547
2010-06-24,04:30:00,27.020000,-94.598400,0.369675,-116.800292,-0.329966,-0.166680
2010-06-24,05:00:00,27.017600,-94.605000,0.392045,-112.204639,-0.362971,-0.148160
2010-06-24,05:30:00,27.015900,-94.611700,0.383131,-105.897577,-0.368477,-0.104947
2010-06-24,06:00:00,27.014400,-94.618900,0.406664,-103.162065,-0.395981,-0.092600
2010-06-24,06:30:00,27.013400,-94.625000,0.341120,-100.426399,-0.335488,-0.061733
2010-06-24,07:00:00,27.012500,-94.631000,0.334635,-99.557159,-0.329991,-0.055560
2010-06-24,07:30:00,27.011500,-94.636800,0.324912,-100.952781,-0.318994,-0.061733
2010-06-24,08:00:00,27.011000,-94.642000,0.287657,-96.159906,-0.285996,-0.030867
2010-06-24,08:30:00,27.010800,-94.647200,0.286264,-92.471957,-0.285997,-0.012347
2010-06-24,09:00:00,27.010100,-94.652000,0.267512,-99.296178,-0.263999,-0.043213
2010-06-24,09:30:00,27.009300,-94.656400,0.246988,-101.534362,-0.242000,-0.049387
